SiteProvince,DistrictName,EpiWeek,SampleCollectionDate,LabNumber,Sequence_ID,SiteName
Gauteng,Johannesburg MM,2.0,2023-01-10,ENV-COV-23-3,ENV-COV-23-3,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,23.0,2023-06-05,ENV-COV-23-309,ENV-COV-23-309,Sasol Garage
Gauteng,Tshwane MM,23.0,2023-06-06,ENV-COV-23-310,ENV-COV-23-310,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,23.0,2023-06-06,ENV-COV-23-313,ENV-COV-23-313,Atteridgeville Train Station
Gauteng,Johannesburg MM,23.0,2023-06-07,ENV-COV-23-322,ENV-COV-23-322,Motsoaledi
Gauteng,Johannesburg MM,23.0,2023-06-07,ENV-COV-23-323,ENV-COV-23-323,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,23.0,2023-06-07,ENV-COV-23-324,ENV-COV-23-324,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,23.0,2023-06-07,ENV-COV-23-325,ENV-COV-23-325,Bushkoppies Inlet
Gauteng,Tshwane MM,23.0,2023-06-07,ENV-COV-23-327,ENV-COV-23-327,Rooiwal Wastewater Treatment Works
Free State,Mangaung MM,23.0,2023-06-06,ENV-COV-23-328,ENV-COV-23-328,Sterkwater Wastewater Treatment Works
Gauteng,Ekurhuleni MM,23.0,2023-06-08,ENV-COV-23-333,ENV-COV-23-333,Namane Drive
Gauteng,Ekurhuleni MM,24.0,2023-06-12,ENV-COV-23-345,ENV-COV-23-345,Namane Drive
Gauteng,Tshwane MM,24.0,2023-06-13,ENV-COV-23-347,ENV-COV-23-347,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,24.0,2023-06-13,ENV-COV-23-352,ENV-COV-23-352,Laudium
Gauteng,Ekurhuleni MM,24.0,2023-06-13,ENV-COV-23-354,ENV-COV-23-354,Hartebeesfontein Waterworks
Gauteng,Tshwane MM,24.0,2023-06-14,ENV-COV-23-355,ENV-COV-23-355,Rooiwal Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,24.0,2023-06-14,ENV-COV-23-356,ENV-COV-23-356,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,24.0,2023-06-14,ENV-COV-23-357,ENV-COV-23-357,Northern Wastewater Treatment Works (KZN)
Free State,Mangaung MM,24.0,2023-06-14,ENV-COV-23-359,ENV-COV-23-359,Sterkwater Wastewater Treatment Works
Free State,Mangaung MM,24.0,2023-06-14,ENV-COV-23-360,ENV-COV-23-360,Bloemspruit Wastewater Treatment Works
Gauteng,Johannesburg MM,24.0,2023-06-14,ENV-COV-23-364,ENV-COV-23-364,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,24.0,2023-06-14,ENV-COV-23-365,ENV-COV-23-365,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,24.0,2023-06-14,ENV-COV-23-366,ENV-COV-23-366,Bushkoppies Inlet
Gauteng,Johannesburg MM,24.0,2023-06-14,ENV-COV-23-367,ENV-COV-23-367,Bushkoppies Final
Gauteng,Ekurhuleni MM,24.0,2023-06-15,ENV-COV-23-368,ENV-COV-23-368,Midstream
Gauteng,Ekurhuleni MM,25.0,2023-06-19,ENV-COV-23-374,ENV-COV-23-374,Midstream
Gauteng,Ekurhuleni MM,25.0,2023-06-19,ENV-COV-23-375,ENV-COV-23-375,Moloreng
Gauteng,Tshwane MM,25.0,2023-06-23,ENV-COV-23-407,ENV-COV-23-407,Groenkloof
Gauteng,Ekurhuleni MM,26.0,2023-06-26,ENV-COV-23-412,ENV-COV-23-412,Sasol Garage
Gauteng,Tshwane MM,26.0,2023-06-27,ENV-COV-23-413,ENV-COV-23-413,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,26.0,2023-06-27,ENV-COV-23-419,ENV-COV-23-419,Groenkloof
Gauteng,Ekurhuleni MM,26.0,2023-06-27,ENV-COV-23-420,ENV-COV-23-420,Hartebeesfontein Waterworks
Gauteng,Ekurhuleni MM,26.0,2023-06-27,ENV-COV-23-421,ENV-COV-23-421,ERWAT Vlakplaat Wastewater Treatment Works
Free State,Mangaung MM,26.0,2023-06-27,ENV-COV-23-422,ENV-COV-23-422,Sterkwater Wastewater Treatment Works
Gauteng,Johannesburg MM,26.0,2023-06-28,ENV-COV-23-425,ENV-COV-23-425,Chris Hani Baragwanath Hospital
Gauteng,Johannesburg MM,26.0,2023-06-28,ENV-COV-23-427,ENV-COV-23-427,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,26.0,2023-06-28,ENV-COV-23-428,ENV-COV-23-428,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,26.0,2023-06-28,ENV-COV-23-429,ENV-COV-23-429,Bushkoppies Final
Gauteng,Johannesburg MM,26.0,2023-06-28,ENV-COV-23-431,ENV-COV-23-431,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,26.0,2023-06-29,ENV-COV-23-433,ENV-COV-23-433,Tembisa Mall
Gauteng,Ekurhuleni MM,26.0,2023-06-29,ENV-COV-23-434,ENV-COV-23-434,Moloreng
Gauteng,Ekurhuleni MM,26.0,2023-06-29,ENV-COV-23-435,ENV-COV-23-435,Namane Drive
Gauteng,Ekurhuleni MM,26.0,2023-06-29,ENV-COV-23-436,ENV-COV-23-436,Sasol Garage
Gauteng,Ekurhuleni MM,8.0,2023-02-21,ENV-COV-23-47,ENV-COV-23-47,Hartebeesfontein Waterworks
Gauteng,Flight,8.0,2023-02-19,ENV-COV-23-48,ENV-COV-23-48,OR Tambo International Airport
Gauteng,Tshwane MM,28.0,2023-07-11,ENV-COV-23-488,ENV-COV-23-488,Atteridgeville Train Station
Gauteng,Tshwane MM,28.0,2023-07-11,ENV-COV-23-489,ENV-COV-23-489,Vergenoeg
Gauteng,Tshwane MM,8.0,2023-02-22,ENV-COV-23-49,ENV-COV-23-49,SAPS Training College
Gauteng,Tshwane MM,28.0,2023-07-11,ENV-COV-23-491,ENV-COV-23-491,Groenkloof
Gauteng,Ekurhuleni MM,28.0,2023-07-11,ENV-COV-23-492,ENV-COV-23-492,Hartebeesfontein Waterworks
Gauteng,Johannesburg MM,28.0,2023-07-12,ENV-COV-23-497,ENV-COV-23-497,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,28.0,2023-07-12,ENV-COV-23-498,ENV-COV-23-498,Bushkoppies Inlet
Gauteng,Johannesburg MM,28.0,2023-07-12,ENV-COV-23-499,ENV-COV-23-499,Bushkoppies Final
Free State,Mangaung MM,8.0,2023-02-21,ENV-COV-23-50,ENV-COV-23-50,Sterkwater Wastewater Treatment Works
Gauteng,Johannesburg MM,28.0,2023-07-12,ENV-COV-23-500,ENV-COV-23-500,Goudkoppies Wastewater Treatment Works
Gauteng,Tshwane MM,28.0,2023-07-12,ENV-COV-23-501,ENV-COV-23-501,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,28.0,2023-07-13,ENV-COV-23-504,ENV-COV-23-504,Midstream
Gauteng,Tshwane MM,28.0,2023-07-14,ENV-COV-23-509,ENV-COV-23-509,Daspoort Wastewater Treatment Works
Free State,Mangaung MM,8.0,2023-02-21,ENV-COV-23-51,ENV-COV-23-51,Bloemspruit Wastewater Treatment Works
Gauteng,Tshwane MM,28.0,2023-07-14,ENV-COV-23-514,ENV-COV-23-514,Laudium
Gauteng,Tshwane MM,28.0,2023-07-14,ENV-COV-23-515,ENV-COV-23-515,Groenkloof
Gauteng,Ekurhuleni MM,29.0,2023-07-17,ENV-COV-23-516,ENV-COV-23-516,Midstream
Gauteng,Ekurhuleni MM,29.0,2023-07-17,ENV-COV-23-517,ENV-COV-23-517,Tembisa Hospital Downstream
KwaZulu-Natal,Ethekwini MM,9.0,2023-02-27,ENV-COV-23-52,ENV-COV-23-52,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,29.0,2023-07-17,ENV-COV-23-523,ENV-COV-23-523,SAPS Training College
Gauteng,Tshwane MM,29.0,2023-07-18,ENV-COV-23-528,ENV-COV-23-528,Groenkloof
KwaZulu-Natal,Ethekwini MM,9.0,2023-02-27,ENV-COV-23-53,ENV-COV-23-53,Northern Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,29.0,2023-07-18,ENV-COV-23-530,ENV-COV-23-530,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Johannesburg MM,29.0,2023-07-19,ENV-COV-23-531,ENV-COV-23-531,Chris Hani Baragwanath Hospital
Gauteng,Johannesburg MM,29.0,2023-07-19,ENV-COV-23-534,ENV-COV-23-534,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,29.0,2023-07-19,ENV-COV-23-535,ENV-COV-23-535,Bushkoppies Inlet
Gauteng,Johannesburg MM,29.0,2023-07-19,ENV-COV-23-536,ENV-COV-23-536,Bushkoppies Final
Gauteng,Johannesburg MM,29.0,2023-07-19,ENV-COV-23-537,ENV-COV-23-537,Goudkoppies Wastewater Treatment Works
Gauteng,Tshwane MM,29.0,2023-07-19,ENV-COV-23-538,ENV-COV-23-538,Rooiwal Wastewater Treatment Works
Free State,Mangaung MM,9.0,2023-02-28,ENV-COV-23-54,ENV-COV-23-54,Sterkwater Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,29.0,2023-07-18,ENV-COV-23-541,ENV-COV-23-541,Northern Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,29.0,2023-07-20,ENV-COV-23-542,ENV-COV-23-542,Midstream
Gauteng,Ekurhuleni MM,29.0,2023-07-20,ENV-COV-23-545,ENV-COV-23-545,Moloreng
Gauteng,Tshwane MM,29.0,2023-07-21,ENV-COV-23-548,ENV-COV-23-548,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,9.0,2023-03-01,ENV-COV-23-55,ENV-COV-23-55,Laudium
Gauteng,Tshwane MM,30.0,2023-07-21,ENV-COV-23-551,ENV-COV-23-551,Atteridgeville Train Station
Gauteng,Tshwane MM,30.0,2023-07-21,ENV-COV-23-554,ENV-COV-23-554,Groenkloof
Gauteng,Ekurhuleni MM,30.0,2023-07-24,ENV-COV-23-555,ENV-COV-23-555,Midstream
Free State,Mangaung MM,9.0,2023-02-28,ENV-COV-23-56,ENV-COV-23-56,Bloemspruit Wastewater Treatment Works
Gauteng,Tshwane MM,30.0,2023-07-25,ENV-COV-23-565,ENV-COV-23-565,Groenkloof
KwaZulu-Natal,Ethekwini MM,30.0,2023-07-24,ENV-COV-23-567,ENV-COV-23-567,Northern Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,30.0,2023-07-25,ENV-COV-23-568,ENV-COV-23-568,Hartebeesfontein Waterworks
Gauteng,Johannesburg MM,30.0,2023-07-26,ENV-COV-23-569,ENV-COV-23-569,Chris Hani Baragwanath Hospital
Gauteng,Ekurhuleni MM,9.0,2023-02-28,ENV-COV-23-57,ENV-COV-23-57,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Johannesburg MM,30.0,2023-07-26,ENV-COV-23-570,ENV-COV-23-570,Motsoaledi
Gauteng,Johannesburg MM,30.0,2023-07-26,ENV-COV-23-571,ENV-COV-23-571,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,30.0,2023-07-26,ENV-COV-23-572,ENV-COV-23-572,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,30.0,2023-07-26,ENV-COV-23-573,ENV-COV-23-573,Bushkoppies Inlet
Gauteng,Johannesburg MM,30.0,2023-07-26,ENV-COV-23-574,ENV-COV-23-574,Bushkoppies Final
Gauteng,Johannesburg MM,30.0,2023-07-26,ENV-COV-23-575,ENV-COV-23-575,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,30.0,2023-07-27,ENV-COV-23-576,ENV-COV-23-576,Midstream
Gauteng,Ekurhuleni MM,30.0,2023-07-27,ENV-COV-23-577,ENV-COV-23-577,Tembisa Hospital Downstream
Free State,Mangaung MM,10.0,2023-03-07,ENV-COV-23-58,ENV-COV-23-58,Bloemspruit Wastewater Treatment Works
Eastern Cape,Buffalo City MM,30.0,2023-07-25,ENV-COV-23-581,ENV-COV-23-581,Mdantsane Wastewater Treatment Works
Eastern Cape,Buffalo City MM,30.0,2023-07-27,ENV-COV-23-582,ENV-COV-23-582,East Bank Wastewater Treatment Works
Gauteng,Tshwane MM,30.0,2023-07-28,ENV-COV-23-583,ENV-COV-23-583,SAPS Training College
Gauteng,Tshwane MM,30.0,2023-07-28,ENV-COV-23-585,ENV-COV-23-585,Atteridgeville Train Station
Gauteng,Tshwane MM,30.0,2023-07-28,ENV-COV-23-587,ENV-COV-23-587,Groenkloof
Free State,Mangaung MM,10.0,2023-03-07,ENV-COV-23-59,ENV-COV-23-59,Sterkwater Wastewater Treatment Works
Gauteng,Ekurhuleni MM,31.0,2023-07-31,ENV-COV-23-590,ENV-COV-23-590,Tembisa Hospital Downstream
Gauteng,Ekurhuleni MM,31.0,2023-07-31,ENV-COV-23-591,ENV-COV-23-591,Namane Drive
Gauteng,Tshwane MM,31.0,2023-08-01,ENV-COV-23-594,ENV-COV-23-594,SAPS Training College
Gauteng,Tshwane MM,31.0,2023-08-01,ENV-COV-23-595,ENV-COV-23-595,Kalafong Hospital
Gauteng,Tshwane MM,31.0,2023-08-01,ENV-COV-23-596,ENV-COV-23-596,Atteridgeville Train Station
Gauteng,Tshwane MM,31.0,2023-08-01,ENV-COV-23-598,ENV-COV-23-598,Laudium
Gauteng,Ekurhuleni MM,10.0,2023-03-07,ENV-COV-23-60,ENV-COV-23-60,Hartebeesfontein Waterworks
Gauteng,Ekurhuleni MM,31.0,2023-08-01,ENV-COV-23-600,ENV-COV-23-600,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Johannesburg MM,31.0,2023-08-02,ENV-COV-23-601,ENV-COV-23-601,Chris Hani Baragwanath Hospital
Gauteng,Johannesburg MM,31.0,2023-08-02,ENV-COV-23-602,ENV-COV-23-602,Motsoaledi
Gauteng,Johannesburg MM,31.0,2023-08-02,ENV-COV-23-603,ENV-COV-23-603,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,31.0,2023-08-02,ENV-COV-23-604,ENV-COV-23-604,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,31.0,2023-08-02,ENV-COV-23-605,ENV-COV-23-605,Bushkoppies Inlet
Gauteng,Johannesburg MM,31.0,2023-08-02,ENV-COV-23-606,ENV-COV-23-606,Bushkoppies Final
Eastern Cape,Buffalo City MM,31.0,2023-08-01,ENV-COV-23-607,ENV-COV-23-607,Mdantsane Wastewater Treatment Works
Eastern Cape,Buffalo City MM,31.0,2023-08-01,ENV-COV-23-608,ENV-COV-23-608,Mdantsane Wastewater Treatment Works
Gauteng,Johannesburg MM,31.0,2023-08-02,ENV-COV-23-609,ENV-COV-23-609,Northern Wastewater Treatment Works (GP)
Gauteng,Ekurhuleni MM,10.0,2023-03-07,ENV-COV-23-61,ENV-COV-23-61,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Tshwane MM,31.0,2023-08-02,ENV-COV-23-610,ENV-COV-23-610,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,31.0,2023-08-03,ENV-COV-23-611,ENV-COV-23-611,Midstream
Gauteng,Ekurhuleni MM,31.0,2023-08-03,ENV-COV-23-612,ENV-COV-23-612,Tembisa Hospital Downstream
Gauteng,Ekurhuleni MM,31.0,2023-08-03,ENV-COV-23-613,ENV-COV-23-613,Namane Drive
Gauteng,Ekurhuleni MM,31.0,2023-08-03,ENV-COV-23-614,ENV-COV-23-614,Sasol Garage
Gauteng,Tshwane MM,31.0,2023-08-04,ENV-COV-23-615,ENV-COV-23-615,SAPS Training College
Gauteng,Tshwane MM,31.0,2023-08-04,ENV-COV-23-616,ENV-COV-23-616,Kalafong Hospital
Gauteng,Tshwane MM,31.0,2023-08-04,ENV-COV-23-620,ENV-COV-23-620,Groenkloof
Eastern Cape,Buffalo City MM,31.0,2023-08-03,ENV-COV-23-621,ENV-COV-23-621,Mdantsane Wastewater Treatment Works
Gauteng,Ekurhuleni MM,32.0,2023-08-07,ENV-COV-23-622,ENV-COV-23-622,Midstream
Gauteng,Ekurhuleni MM,32.0,2023-08-07,ENV-COV-23-624,ENV-COV-23-624,Tembisa Hospital Downstream
Gauteng,Ekurhuleni MM,32.0,2023-08-07,ENV-COV-23-625,ENV-COV-23-625,Moloreng
Gauteng,Tshwane MM,32.0,2023-08-08,ENV-COV-23-629,ENV-COV-23-629,SAPS Training College
KwaZulu-Natal,Ethekwini MM,10.0,2023-03-06,ENV-COV-23-63,ENV-COV-23-63,Northern Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,32.0,2023-08-08,ENV-COV-23-631,ENV-COV-23-631,Atteridgeville Train Station
Gauteng,Tshwane MM,32.0,2023-08-08,ENV-COV-23-632,ENV-COV-23-632,Vergenoeg
Gauteng,Tshwane MM,32.0,2023-08-08,ENV-COV-23-633,ENV-COV-23-633,Laudium
Gauteng,Ekurhuleni MM,32.0,2023-08-08,ENV-COV-23-635,ENV-COV-23-635,Hartebeesfontein Waterworks
Gauteng,Ekurhuleni MM,32.0,2023-08-08,ENV-COV-23-636,ENV-COV-23-636,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Ekurhuleni MM,32.0,2023-08-10,ENV-COV-23-637,ENV-COV-23-637,Midstream
Gauteng,Ekurhuleni MM,32.0,2023-08-10,ENV-COV-23-638,ENV-COV-23-638,Tembisa Mall
Gauteng,Tshwane MM,10.0,2023-03-08,ENV-COV-23-64,ENV-COV-23-64,Daspoort Wastewater Treatment Works
Gauteng,Ekurhuleni MM,32.0,2023-08-10,ENV-COV-23-641,ENV-COV-23-641,Namane Drive
KwaZulu-Natal,Ethekwini MM,32.0,2023-08-07,ENV-COV-23-643,ENV-COV-23-643,Northern Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,32.0,2023-08-07,ENV-COV-23-644,ENV-COV-23-644,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,32.0,2023-08-10,ENV-COV-23-645,ENV-COV-23-645,Rooiwal Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,32.0,2023-08-08,ENV-COV-23-646,ENV-COV-23-646,Kwanobuhle Wastewater Treatment Works
Gauteng,Tshwane MM,32.0,2023-08-11,ENV-COV-23-648,ENV-COV-23-648,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,32.0,2023-08-11,ENV-COV-23-649,ENV-COV-23-649,SAPS Training College
Gauteng,Tshwane MM,10.0,2023-03-08,ENV-COV-23-65,ENV-COV-23-65,Rooiwal Wastewater Treatment Works
Gauteng,Tshwane MM,32.0,2023-08-11,ENV-COV-23-650,ENV-COV-23-650,Kalafong Hospital
Gauteng,Tshwane MM,32.0,2023-08-11,ENV-COV-23-653,ENV-COV-23-653,Laudium
Gauteng,Ekurhuleni MM,33.0,2023-08-14,ENV-COV-23-655,ENV-COV-23-655,Midstream
Gauteng,Ekurhuleni MM,33.0,2023-08-14,ENV-COV-23-656,ENV-COV-23-656,Tembisa Mall
Gauteng,Ekurhuleni MM,11.0,2023-03-14,ENV-COV-23-66,ENV-COV-23-66,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Tshwane MM,33.0,2023-08-15,ENV-COV-23-660,ENV-COV-23-660,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,33.0,2023-08-15,ENV-COV-23-661,ENV-COV-23-661,SAPS Training College
Gauteng,Tshwane MM,33.0,2023-08-15,ENV-COV-23-663,ENV-COV-23-663,Atteridgeville Train Station
Gauteng,Tshwane MM,33.0,2023-08-15,ENV-COV-23-665,ENV-COV-23-665,Laudium
Gauteng,Ekurhuleni MM,33.0,2023-08-15,ENV-COV-23-667,ENV-COV-23-667,Hartebeesfontein Waterworks
Gauteng,Ekurhuleni MM,33.0,2023-08-15,ENV-COV-23-668,ENV-COV-23-668,ERWAT Vlakplaat Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,33.0,2023-08-14,ENV-COV-23-669,ENV-COV-23-669,Central Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,11.0,2023-03-14,ENV-COV-23-67,ENV-COV-23-67,Hartebeesfontein Waterworks
KwaZulu-Natal,Ethekwini MM,33.0,2023-08-15,ENV-COV-23-670,ENV-COV-23-670,Northern Wastewater Treatment Works (KZN)
Gauteng,Johannesburg MM,33.0,2023-08-16,ENV-COV-23-671,ENV-COV-23-671,Chris Hani Baragwanath Hospital
Gauteng,Johannesburg MM,33.0,2023-08-15,ENV-COV-23-672,ENV-COV-23-672,Motsoaledi
Gauteng,Johannesburg MM,33.0,2023-08-16,ENV-COV-23-673,ENV-COV-23-673,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,33.0,2023-08-16,ENV-COV-23-674,ENV-COV-23-674,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,33.0,2023-08-16,ENV-COV-23-675,ENV-COV-23-675,Bushkoppies Inlet
Gauteng,Johannesburg MM,33.0,2023-08-16,ENV-COV-23-676,ENV-COV-23-676,Bushkoppies Final
Gauteng,Johannesburg MM,33.0,2023-08-16,ENV-COV-23-677,ENV-COV-23-677,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,33.0,2023-08-17,ENV-COV-23-679,ENV-COV-23-679,Midstream
Gauteng,Ekurhuleni MM,33.0,2023-08-19,ENV-COV-23-681,ENV-COV-23-681,Moloreng
Eastern Cape,Buffalo City MM,33.0,2023-08-17,ENV-COV-23-685,ENV-COV-23-685,Mdantsane Wastewater Treatment Works
Gauteng,Tshwane MM,33.0,2023-08-18,ENV-COV-23-687,ENV-COV-23-687,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,33.0,2023-08-18,ENV-COV-23-689,ENV-COV-23-689,Kalafong Hospital
Gauteng,Tshwane MM,33.0,2023-08-18,ENV-COV-23-691,ENV-COV-23-691,Vergenoeg
Gauteng,Tshwane MM,33.0,2023-08-18,ENV-COV-23-692,ENV-COV-23-692,Laudium
Gauteng,Tshwane MM,33.0,2023-08-18,ENV-COV-23-693,ENV-COV-23-693,Groenkloof
Western Cape,Cape Town MM,33.0,2023-08-18,ENV-COV-23-694,ENV-COV-23-694,Borcherds Quarry Wastewater Treatment Works
Western Cape,Cape Town MM,33.0,2023-08-14,ENV-COV-23-695,ENV-COV-23-695,Zandvleit Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,11.0,2023-03-13,ENV-COV-23-70,ENV-COV-23-70,Northern Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,11.0,2023-03-15,ENV-COV-23-71,ENV-COV-23-71,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,12.0,2023-03-22,ENV-COV-23-72,ENV-COV-23-72,Daspoort Wastewater Treatment Works
Free State,Mangaung MM,12.0,2023-03-21,ENV-COV-23-73,ENV-COV-23-73,Sterkwater Wastewater Treatment Works
Free State,Mangaung MM,12.0,2023-03-22,ENV-COV-23-74,ENV-COV-23-74,Bloemspruit Wastewater Treatment Works
Gauteng,Tshwane MM,13.0,2023-03-29,ENV-COV-23-75,ENV-COV-23-75,Daspoort Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,13.0,2023-03-27,ENV-COV-23-76,ENV-COV-23-76,Northern Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,13.0,2023-03-27,ENV-COV-23-77,ENV-COV-23-77,Central Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,13.0,2023-03-28,ENV-COV-23-78,ENV-COV-23-78,Hartebeesfontein Waterworks
Gauteng,Ekurhuleni MM,13.0,2023-03-28,ENV-COV-23-79,ENV-COV-23-79,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Tshwane MM,2.0,2023-01-11,ENV-COV-23-8,ENV-COV-23-8,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,13.0,2023-03-29,ENV-COV-23-80,ENV-COV-23-80,Rooiwal Wastewater Treatment Works
Free State,Mangaung MM,13.0,2023-03-28,ENV-COV-23-81,ENV-COV-23-81,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,13.0,2023-03-28,ENV-COV-23-82,ENV-COV-23-82,Sterkwater Wastewater Treatment Works
Gauteng,Ekurhuleni MM,14.0,2023-04-04,ENV-COV-23-83,ENV-COV-23-83,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Tshwane MM,14.0,2023-04-04,ENV-COV-23-84,ENV-COV-23-84,Vergenoeg
KwaZulu-Natal,Ethekwini MM,14.0,2023-04-03,ENV-COV-23-85,ENV-COV-23-85,Northern Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,14.0,2023-04-03,ENV-COV-23-86,ENV-COV-23-86,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,14.0,2023-04-04,ENV-COV-23-87,ENV-COV-23-87,Kalafong Hospital
Gauteng,Tshwane MM,14.0,2023-04-04,ENV-COV-23-88,ENV-COV-23-88,Atteridgeville Train Station
Gauteng,Tshwane MM,14.0,2023-04-04,ENV-COV-23-90,ENV-COV-23-90,SAPS Training College
Gauteng,Tshwane MM,14.0,2023-04-04,ENV-COV-23-91,ENV-COV-23-91,Groenkloof
Free State,Mangaung MM,14.0,2023-04-04,ENV-COV-23-92,ENV-COV-23-92,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,14.0,2023-04-04,ENV-COV-23-93,ENV-COV-23-93,Sterkwater Wastewater Treatment Works
Gauteng,Tshwane MM,14.0,2023-04-05,ENV-COV-23-94,ENV-COV-23-94,Rooiwal Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,15.0,2023-04-11,ENV-COV-23-96,ENV-COV-23-96,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,15.0,2023-04-12,ENV-COV-23-97,ENV-COV-23-97,Northern Wastewater Treatment Works (KZN)
Free State,Mangaung MM,15.0,2023-04-11,ENV-COV-23-98,ENV-COV-23-98,Bloemspruit Wastewater Treatment Works
Gauteng,Tshwane MM,15.0,2023-04-12,ENV-COV-23-99,ENV-COV-23-99,Daspoort Wastewater Treatment Works
Free State,Mangaung MM,1.0,2024-01-02,ENV-COV-24-0002,ENV-COV-24-0002,Sterkwater Wastewater Treatment Works
Gauteng,Ekurhuleni MM,2.0,2024-01-08,ENV-COV-24-0003,ENV-COV-24-0003,Midstream
Gauteng,Ekurhuleni MM,2.0,2024-01-08,ENV-COV-24-0004,ENV-COV-24-0004,Olifantsfontein
Gauteng,Tshwane MM,2.0,2024-01-09,ENV-COV-24-0010,ENV-COV-24-0010,Daspoort Wastewater Treatment Works
Western Cape,Cape Town MM,2.0,2024-01-09,ENV-COV-24-0027,ENV-COV-24-0027,Zandvleit Wastewater Treatment Works
Gauteng,Ekurhuleni MM,2.0,2024-01-11,ENV-COV-24-0031,ENV-COV-24-0031,Olifantsfontein
North West,Bojanala Platinum DM,2.0,2024-01-10,ENV-COV-24-0038,ENV-COV-24-0038,Rustenburg Wastewater Treatment Works
Gauteng,Johannesburg MM,2.0,2024-01-12,ENV-COV-24-0046,ENV-COV-24-0046,Northern Wastewater Treatment Works (GP)
Gauteng,Tshwane MM,3.0,2024-01-16,ENV-COV-24-0056,ENV-COV-24-0056,SAPS Training College
KwaZulu-Natal,Ethekwini MM,3.0,2024-01-15,ENV-COV-24-0062,ENV-COV-24-0062,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,3.0,2024-01-15,ENV-COV-24-0063,ENV-COV-24-0063,Northern Wastewater Treatment Works (KZN)
